value
-2.1823
-2.4024
-2.2588
-2.0132
-1.7607
-1.5939
-1.6263
-1.6866
-1.5916
-1.6495
-1.9414
-2.1545
-2.136
-2.1244
-2.1476
-1.99
-1.7422
-1.6055
-1.6263
-1.7978
-1.9854
-1.9808
-1.8812
-1.6078
-1.573
-1.6055
-1.3877
-1.3136
-1.3228
-1.3252
-1.3761
-1.668
-1.9553
-2.0873
-2.326
-2.3491
-2.3677
-2.4511
-2.509
-2.231
-1.9368
-2.2356
-2.3746
-2.4372
-2.3352
-2.1059
-2.1198
-2.4904
-2.553
-2.4742
-2.3236
-2.2912
-2.5901
-2.414
-2.3074
-2.1846
-2.0433
-1.99
-1.9344
-1.946
-2.0364
-2.0619
-1.9159
-1.9437
-2.1522
-2.4557
-2.6874
-2.3561
-2.0966
-2.0526
-1.9344
-1.7908
-1.5661
-1.492
-1.4526
-1.2811
-1.3321
-1.6286
-1.953
-2.1244
-2.3074
-2.4047
-2.4348
-2.3491
-2.3097
-2.3908
-2.7476
-3.058
-3.0418
-2.9399
-3.3777
-3.6326
-3.4681
-3.6557
-3.6395
-3.3662
-3.4125
-3.197
-2.3121
-2.0665
-1.9692
-1.8256
-1.624
-1.4896
-1.2997
-1.2163
-1.6611
-2.2194
-2.231
-2.3167
-2.5252
-2.699
-2.8912
-2.97
-2.7314
-2.5229
-2.4372
-2.6688
-2.9515
-3.0488
-2.8866
-2.8148
-2.882
-3.0534
-3.4055
-3.5445
-3.3453
-2.8611
-2.4742
-2.3167
-2.2171
-1.9715
-1.6495
-1.3738
-1.2325
-1.2881
-1.2997
-1.2464
-1.3113
-1.2232
-1.0958
-1.0448
-0.95911
-0.93131
-1.302
-1.8279
-2.3306
-2.6897
-2.502
-2.0711
-1.6796
-1.3784
-1.4734
-1.7236
-1.9947
-2.319
-2.4742
-2.4626
-2.4626
-2.4209
-2.2843
-2.1568
-2.1777
-2.2843
-2.414
-2.326
-2.1592
-2.2912
-2.7221
-2.8912
-2.4186
-2.0364
-1.9924
-2.0456
-2.0619
-1.7931
-1.624
-1.6796
-1.397
-0.9707
-1.2255
-1.6263
-1.9576
-2.1499
-2.1893
-2.2148
-2.0433
-1.8487
-1.7723
-1.8232
-1.8997
-1.668
-1.6796
-1.807
-1.7028
-1.5893
-1.4943
-1.5615
-1.6657
-1.5846
-1.3622
-1.3043
-1.5939
-1.7097
-1.7306
-1.7236
-1.7051
-1.5522
-1.4317
-1.4109
-1.1861
-0.97301
-0.81316
-0.77841
-0.83864
-0.76914
-0.68574
-0.64636
-0.56991
-0.55601
-0.56064
-0.54906
-0.55369
-0.57686
-0.68111
-0.84096
-0.92436
-0.90583
-0.88034
-0.91278
-0.97533
-1.1514
-1.3808
-1.397
-1.3136
-1.2927
-1.3923
-1.4943
-1.5754
-1.5707
-1.4688
-1.3923
-1.346
-1.1908
-1.0541
-0.9568
-0.9012
-1.0495
-1.2
-1.3182
-1.2974
-1.2835
-1.3298
-1.3414
-1.2672
-1.2348
-1.3066
-1.3367
-1.3228
-1.3576
-1.3669
-1.3645
-1.302
-1.258
-1.3159
-1.3831
-1.5545
-1.5221
-1.3877
-1.2881
-1.3437
-1.529
-1.573
-1.573
-1.5869
-1.7375
-1.8951
-1.9368
-1.7213
-1.8348
-1.6727
-1.5151
-1.4155
-1.6194
-1.7815
-1.7954
-1.6472
-1.4618
-1.4132
-1.3576
-1.1769
-0.95448
-0.77841
-0.85254
-0.68806
-0.60697
-0.65331
-0.60234
-0.59771
-0.49577
-0.85486
-1.5105
-1.719
-1.8302
-1.5476
-1.39
-1.4549
-2.1707
-2.4928
-2.275
-1.3344
-1.2116
-1.8603
-2.6341
-3.2804
-3.0418
-2.9144
-2.831
-3.1507
-3.6164
-3.5237
-3.2086
-2.8542
-2.7105
-2.4256
-2.4279
-2.7708
-2.7337
-3.1368
-3.2318
-2.8472
-3.343
-4.0218
-3.9917
-4.6264
-5.1222
-5.3886
-5.4373
-5.2265
-4.9531
-4.9114
-5.1778
-5.1686
-5.1593
-5.106
-5.1408
-5.0782
-4.7956
-4.9508
-5.2126
-5.0087
-4.5315
-4.0751
-4.0426
-4.3461
-4.5407
-4.1793
-4.1029
-4.0797
-3.95
-3.9453
-3.9106
-4.0056
-3.9222
-3.5955
-3.438
-3.7924
-4.2558
-4.2674
-4.0612
-3.8712
-3.6905
-3.482
-3.3986
-3.4426
-3.4287
-3.5723
-3.394
-3.3152
-3.4982
-3.5515
-3.5492
-3.7276
-3.7276
-3.4009
-3.0048
-3.0557
-3.2735
-3.4797
-3.5955
-3.4079
-2.8704
-2.1661
-1.712
-1.6055
-1.9414
-2.0086
-1.7653
-1.5939
-1.5754
-1.5869
-1.4271
-1.3622
-1.3993
-1.3877
-1.3066
-1.5267
-1.8904
-2.129
-2.2055
-2.1823
-2.0109
-1.9761
-2.0595
-2.0294
-1.9483
-2.0989
-2.2124
-2.2426
-2.2124
-2.1731
-2.2634
-2.4047
-2.1707
-1.9947
-2.1128
-2.2009
-2.0688
-2.2472
-2.1962
-2.3885
-2.3121
-2.2704
-2.2565
-2.3561
-2.4928
-2.3445
-2.1962
-2.0202
-2.0132
-1.8302
-2.0364
-2.0225
-1.7885
-1.8001
-2.1939
-2.7407
-3.2596
-3.3036
-2.7129
-2.2843
-2.4395
-2.5484
-2.3978
-2.1151
-1.9622
-2.092
-2.0178
-1.8232
-1.9715
-2.1916
-2.3468
-2.2124
-2.1198
-2.0642
-2.0456
-2.1175
-2.1406
-2.2194
-2.2541
-2.3839
-2.5924
-2.6225
-2.5739
-2.604
-2.604
-2.4534
-2.465
-2.6179
-2.6341
