value
-0.53747
-0.47029
-0.44944
-0.44944
-0.41237
-0.37299
-0.39847
-0.47492
-0.52357
-0.48187
-0.44944
-0.39384
-0.3614
-0.39847
-0.47492
-0.57917
-0.63941
-0.63246
-0.67648
-0.78073
-0.84096
-0.9429
-1.0309
-1.0541
-1.0541
-1.1444
-1.1977
-1.0888
-0.88034
-0.81316
-0.84096
-0.8873
-0.91046
-0.89193
-0.88034
-0.84559
-0.85949
-0.93363
-0.85949
-0.84791
-0.78999
-0.68343
-0.56064
-0.52357
-0.58844
-0.65794
-0.66026
-0.56064
-0.52357
-0.49809
-0.54906
-0.55601
-0.46334
-0.36604
-0.29654
-0.27569
-0.40079
-0.49577
-0.45176
-0.36604
-0.3336
-0.36835
-0.42627
-0.44944
-0.35909
-0.35909
-0.39152
-0.37299
-0.30812
-0.29422
-0.35909
-0.41006
-0.45639
-0.38689
-0.3336
-0.36835
-0.35445
-0.3336
-0.29654
-0.38457
-0.44944
-0.43091
-0.49114
-0.48187
-0.39384
-0.39847
-0.50967
-0.58149
-0.52126
-0.42396
-0.42627
-0.53747
-0.59307
-0.53747
-0.50736
-0.47029
-0.53747
-0.64636
-0.80389
-0.84559
-0.91278
-1.0749
-1.1583
-1.1329
-1.0935
-1.2255
-1.4016
-1.3298
-1.1468
-1.2093
-1.3553
-1.3089
-1.2
-1.258
-1.3483
-1.4062
-1.536
-1.6356
-1.6588
-1.6588
-1.4595
-1.4317
-1.5939
-1.4966
-1.434
-1.6194
-1.8951
-2.0572
-1.9646
-1.997
-2.2588
-2.4325
-2.2843
-1.997
-1.8348
-1.7306
-1.668
-1.6935
-1.77
-1.946
-1.8696
-1.8626
-2.1337
-2.2449
-2.2333
-2.1453
-1.8742
-1.6727
-1.6286
-1.7908
-1.8348
-1.7653
-1.7815
-1.7839
-1.7908
-1.8024
-1.8209
-1.814
-1.6935
-1.5939
-1.6796
-1.8163
-1.6263
-1.4503
-1.4109
-1.346
-1.2394
-1.1977
-1.251
-1.2487
-1.2441
-1.2719
-1.4642
-1.6078
-1.6124
-1.5823
-1.6449
-1.5962
-1.5244
-1.5313
-1.5962
-1.5383
-1.5568
-1.763
-1.9321
-1.8302
-1.6356
-1.6449
-1.7051
-1.7885
-1.8673
-1.9599
-2.0225
-1.9599
-1.8279
-1.6842
-1.5035
-1.3923
-1.4062
-1.4456
-1.3483
-1.1769
-1.2
-1.2719
-1.2116
-1.024
-0.86644
-0.82243
-0.87803
-0.94521
-0.91278
-0.88034
-0.95216
-0.99618
-1.0147
-1.061
-1.0471
-1.0796
-1.1282
-1.0147
-1.0471
-1.2904
-1.3089
-1.2371
-1.4062
-1.6402
-1.77
-1.9113
-1.8858
-1.8487
-1.8232
-1.8557
-1.8534
-1.902
-1.9831
-2.1128
-2.0503
-1.9391
-1.8997
-1.7978
-1.7097
-1.668
-1.7306
-1.719
-1.7398
-1.8812
-1.7839
-1.5615
-1.4503
-1.5707
-1.6773
-1.5615
-1.4132
-1.3159
-1.3367
-1.5313
-1.6657
-1.668
-1.7491
-1.7839
-1.7005
-1.5869
-1.668
-1.5638
-1.4572
-1.6008
-1.6333
-1.5823
-1.5707
-1.5893
-1.529
-1.4503
-1.3367
-1.3553
-1.3993
-1.3275
-1.2302
-1.251
-1.1398
-0.96375
-0.83633
-0.81316
-0.89425
-0.9568
-0.94985
-1.0101
-1.0888
-1.0935
-1.1004
-1.1838
-1.2811
-1.4016
-1.5105
-1.434
-1.3159
-1.2835
-1.302
-1.3136
-1.3669
-1.2371
-1.1583
-1.2047
-1.3344
-1.346
-1.1861
-1.0749
-1.0541
-1.017
-1.0309
-1.1259
-1.2047
-1.1352
-1.0471
-1.061
-1.1004
-1.0217
-0.9846
-0.99618
-0.9429
-0.91046
-0.92668
-0.93826
-1.0286
-0.99155
-0.91973
-0.87339
-0.8873
-0.92668
-0.9012
-0.86181
-0.8873
-0.94521
-0.9846
-0.95911
-0.9012
-0.88034
-0.84559
-0.84096
-0.9429
-0.8873
-0.85949
-0.95216
-0.86876
-0.77609
-0.71123
-0.67879
-0.71586
-0.75524
-0.76451
-0.80158
-0.78768
-0.74829
-0.75524
-0.72976
-0.69038
-0.71586
-0.73671
-0.69964
-0.69733
-0.60002
-0.55369
-0.56296
-0.58149
-0.59307
-0.57454
-0.52821
-0.56064
-0.61161
-0.53052
-0.51431
-0.49809
-0.44249
-0.41932
-0.47492
-0.54211
-0.50967
-0.49577
-0.48882
-0.45871
-0.46566
-0.47724
-0.45871
-0.44944
-0.53747
-0.59307
-0.48419
-0.45639
-0.45871
