value
-0.02085
-0.0278
-0.12974
-0.17375
-0.14364
-0.071818
-0.10888
-0.050967
0.048651
0.03475
0.055601
0.062551
0.076451
0.10657
0.21545
0.055601
-0.02085
-0.0069501
-0.02085
0.011583
0.16449
0.41701
0.24325
0.42396
0.55369
0.48882
0.46797
0.49577
0.75756
0.69269
0.66953
0.61161
0.64173
0.64173
0.52589
0.39616
0.43786
0.38921
0.43091
0.42396
0.40311
0.39616
0.36604
0.32434
0.24325
0.2085
0.25715
0.36604
0.40311
0.27337
0.12742
0.085718
0.085718
0.085718
0.092668
0.085718
0.041701
0.18534
0.24325
0.26642
0.18534
0.13437
0.069501
-0.071818
-0.1668
-0.32434
-0.30349
-0.1946
-0.25252
-0.21777
-0.1668
-0.092668
0.076451
0.11352
0.03475
0.062551
0.062551
-0.057917
-0.22472
-0.17375
-0.057917
0.018534
-0.057917
-0.23862
-0.22472
-0.085718
0.018534
0.048651
-0.0278
0.041701
-0.0139
-0.050967
-0.050967
-0.10193
-0.064868
-0.057917
0.018534
0.0046334
-0.0069501
-0.14364
-0.1946
-0.078768
-0.037067
0.0046334
-0.078768
-0.13669
-0.11583
-0.092668
-0.037067
-0.085718
-0.13669
-0.064868
-0.12278
0.062551
0.18534
0.17839
0.041701
0.055601
-0.0069501
0.092668
0.21545
0.19229
0.055601
0.33129
0.61161
0.48187
0.29422
0.22935
-0.0278
0.011583
0.18534
0.33824
0.37299
0.33824
0.44712
0.30812
0.27337
0.32434
0.58381
0.49577
0.48187
0.63478
0.61161
0.50504
0.33824
0.2363
0.25715
0.24325
0.2224
0.26642
0.17144
0.10657
0.19229
0.25715
0.22935
0.14132
0.12047
0.048651
0.018534
0.0046334
0.062551
0.16449
0.12742
0.062551
0.048651
0.18534
0.16449
0.19924
0.10657
0.10657
0.17144
0.17839
0.21545
0.2363
0.17839
0.18534
0.12742
0.069501
0.055601
0.15754
0.19924
0.18534
0.15754
0.19924
0.18534
0.11352
0.055601
0.12742
0.10657
0.16449
0.15059
0.19229
0.2502
0.19924
0.12742
0.17839
0.19924
0.19924
0.19924
0.22935
0.31507
0.28727
0.24325
0.37994
0.40311
0.38921
0.35214
0.35214
0.2502
0.12047
0.041701
-0.0278
-0.15059
-0.23862
-0.1946
-0.28959
-0.31739
-0.092668
0.03475
-0.064868
-0.1668
-0.13669
-0.15985
-0.29654
-0.26642
-0.10888
-0.044017
0.099618
0.11352
0.0278
0.0278
0.011583
-0.037067
-0.071818
-0.078768
